label,char_count,word_count,avg_word_length,sentence_count,avg_sentence_length,unique_word_count,stop_word_count,unique_word_ratio,punc_count,punc_ratio,question_count,exclamation_count,digit_count,capital_count,repeat_word_count,unique_bigram_count,unique_trigram_count,unique_fourgram_count
human,1229,210,4.976190476190476,10,122.0,118,88,0.5619047619047619,27,0.021969080553295363,0,0,0,15,31,176,180,180
ai,633,116,4.637931034482759,6,104.5,39,41,0.33620689655172414,21,0.03317535545023697,0,0,0,31,35,52,55,57
human,980,188,4.3563829787234045,11,88.18181818181819,92,69,0.48936170212765956,28,0.02857142857142857,0,0,32,49,14,140,147,148
human,1315,234,4.8076923076923075,7,187.0,118,60,0.5042735042735043,43,0.03269961977186312,0,0,30,66,24,168,177,180
ai,756,128,5.0390625,7,106.85714285714286,65,44,0.5078125,20,0.026455026455026454,0,0,19,27,17,94,100,101
ai,1120,226,4.154867256637168,11,100.54545454545455,85,70,0.37610619469026546,79,0.07053571428571428,0,0,107,48,30,133,144,144
ai,847,140,5.235714285714286,8,104.875,49,49,0.35,22,0.025974025974025976,0,0,8,29,31,72,74,74
ai,725,131,4.717557251908397,6,119.66666666666667,67,34,0.5114503816793893,26,0.03586206896551724,0,0,0,6,20,96,101,101
ai,200,44,3.772727272727273,2,99.5,28,17,0.6363636363636364,12,0.06,0,0,0,3,4,31,30,29
human,979,177,4.661016949152542,9,107.88888888888889,103,63,0.5819209039548022,23,0.02349336057201226,0,0,0,11,18,149,150,149
ai,554,100,4.67,4,137.5,63,37,0.63,12,0.021660649819494584,0,0,8,24,12,84,84,83
ai,1420,290,4.2,10,140.7,122,83,0.4206896551724138,75,0.0528169014084507,0,0,44,99,30,192,201,201
human,904,170,4.435294117647059,9,99.55555555555556,79,58,0.4647058823529412,23,0.025442477876106196,0,0,20,63,28,133,137,138
human,1397,266,4.368421052631579,8,173.625,124,93,0.46616541353383456,36,0.025769506084466716,0,0,36,68,35,206,220,219
human,1110,228,4.030701754385965,15,73.06666666666666,113,78,0.4956140350877193,46,0.04144144144144144,0,0,26,66,22,168,175,175
ai,940,197,3.9390862944162435,9,103.11111111111111,77,65,0.39086294416243655,42,0.04468085106382979,0,0,58,45,23,126,133,134
ai,452,80,4.7875,4,112.0,48,26,0.6,15,0.033185840707964605,0,0,11,15,11,61,61,61
ai,1170,249,3.887550200803213,14,82.28571428571429,102,88,0.40963855421686746,40,0.03418803418803419,0,0,41,75,27,169,186,189
human,1141,219,4.397260273972603,7,162.14285714285714,127,51,0.5799086757990868,46,0.040315512708150744,0,0,20,89,19,161,163,163
ai,1004,190,4.4,9,110.44444444444444,82,67,0.43157894736842106,29,0.02888446215139442,0,0,39,28,27,131,143,146
ai,489,94,4.297872340425532,5,96.6,55,35,0.5851063829787234,11,0.022494887525562373,0,0,0,15,13,77,79,79
ai,1253,224,4.714285714285714,12,103.41666666666667,98,80,0.4375,29,0.02314445331205108,0,0,12,50,36,161,175,180
human,1233,212,4.915094339622642,8,153.25,105,76,0.49528301886792453,22,0.017842660178426603,0,0,20,65,27,165,178,179
human,1948,348,4.827586206896552,10,194.0,152,113,0.4367816091954023,101,0.05184804928131417,0,0,37,71,31,240,252,254
human,1148,236,4.038135593220339,6,190.33333333333334,106,90,0.4491525423728814,40,0.03484320557491289,0,0,18,37,27,180,188,188
human,1065,196,4.622448979591836,5,212.2,101,57,0.5153061224489796,38,0.03568075117370892,0,0,16,69,23,139,146,147
human,1155,199,4.9045226130653266,10,114.6,99,76,0.49748743718592964,22,0.01904761904761905,0,0,26,37,26,154,166,167
ai,742,147,4.142857142857143,8,91.625,76,65,0.5170068027210885,16,0.0215633423180593,0,0,1,22,23,114,123,125
human,922,174,4.431034482758621,9,101.55555555555556,88,65,0.5057471264367817,23,0.024945770065075923,0,0,16,32,19,135,144,145
ai,1317,249,4.445783132530121,15,86.66666666666667,101,73,0.40562248995983935,41,0.031131359149582385,0,0,58,69,28,172,184,187
human,1181,213,4.647887323943662,8,146.5,113,78,0.5305164319248826,27,0.02286198137171888,0,0,10,25,28,169,180,182
ai,1033,199,4.321608040201005,11,92.81818181818181,83,65,0.41708542713567837,27,0.026137463697967087,0,0,63,49,21,132,141,144
human,1513,270,4.733333333333333,9,167.22222222222223,137,114,0.5074074074074074,31,0.020489094514210177,0,0,8,22,31,222,233,234
human,964,182,4.412087912087912,7,136.85714285714286,86,56,0.4725274725274725,42,0.043568464730290454,0,0,44,58,22,130,134,136
human,1322,239,4.644351464435147,10,131.3,116,89,0.48535564853556484,25,0.018910741301059002,0,0,3,38,33,188,208,208
ai,1324,268,4.108208955223881,15,87.0,124,86,0.4626865671641791,47,0.035498489425981876,0,0,18,63,31,206,214,213
ai,385,76,4.184210526315789,5,76.0,33,36,0.4342105263157895,9,0.023376623376623377,0,0,0,17,18,48,54,55
human,1852,316,4.996835443037975,3,616.6666666666666,115,23,0.3639240506329114,83,0.044816414686825054,0,0,84,123,34,194,219,218
ai,1094,218,4.2110091743119265,13,82.76923076923077,93,71,0.42660550458715596,40,0.03656307129798903,0,0,34,47,27,146,160,162
ai,1436,285,4.171929824561404,14,101.5,116,93,0.4070175438596491,42,0.02924791086350975,0,0,68,77,34,202,223,224
ai,1369,264,4.3106060606060606,18,74.88888888888889,130,92,0.49242424242424243,40,0.029218407596785977,0,0,17,65,29,200,215,219
ai,886,170,4.288235294117647,8,109.625,85,69,0.5,17,0.019187358916478554,0,0,33,33,17,132,141,140
human,1002,170,5.0058823529411764,8,124.25,85,64,0.5,27,0.02694610778443114,0,0,26,32,26,132,140,139
human,1777,301,5.026578073089701,12,147.16666666666666,136,99,0.45182724252491696,42,0.023635340461451885,0,0,32,88,40,217,238,244
human,1625,333,4.012012012012012,14,115.14285714285714,107,128,0.3213213213213213,48,0.029538461538461538,0,0,65,102,45,205,241,252
ai,1186,221,4.461538461538462,11,106.72727272727273,72,80,0.3257918552036199,30,0.025295109612141653,0,0,82,45,35,120,134,143
human,1263,233,4.515021459227468,12,104.16666666666667,110,87,0.4721030042918455,26,0.02058590657165479,0,0,23,48,32,179,194,196
human,941,196,3.979591836734694,6,155.66666666666666,99,49,0.5051020408163265,37,0.039319872476089264,0,0,54,77,21,135,141,142
human,873,170,4.241176470588235,8,108.125,84,58,0.49411764705882355,20,0.022909507445589918,0,0,18,54,26,134,141,142
human,1435,304,3.8947368421052633,11,129.54545454545453,145,127,0.4769736842105263,54,0.037630662020905925,0,0,40,47,25,223,235,235
ai,549,116,3.8448275862068964,6,90.5,41,47,0.35344827586206895,17,0.030965391621129327,0,0,28,16,26,70,82,86
ai,239,48,4.208333333333333,3,79.0,23,18,0.4791666666666667,9,0.03765690376569038,0,0,8,13,8,36,36,35
ai,857,157,4.611464968152866,7,121.28571428571429,75,52,0.47770700636942676,26,0.030338389731621937,0,0,17,51,24,106,112,115
ai,1491,276,4.492753623188406,12,123.08333333333333,113,99,0.40942028985507245,31,0.02079141515761234,0,0,56,75,42,171,192,195
ai,1039,188,4.648936170212766,9,114.33333333333333,96,68,0.5106382978723404,27,0.02598652550529355,0,0,14,40,20,140,149,153
human,1046,193,4.507772020725389,8,129.625,97,73,0.5025906735751295,21,0.020076481835564052,0,0,35,56,22,153,157,156
human,1898,378,4.156084656084656,15,125.46666666666667,171,162,0.4523809523809524,46,0.02423603793466807,0,0,19,60,44,280,308,315
human,952,174,4.551724137931035,8,118.125,77,76,0.4425287356321839,15,0.015756302521008403,0,0,36,38,23,128,140,140
human,963,181,4.430939226519337,6,159.5,98,61,0.5414364640883977,23,0.023883696780893044,0,0,12,50,24,144,151,152
human,1169,213,4.629107981220657,11,105.36363636363636,97,72,0.45539906103286387,37,0.03165098374679213,0,0,34,82,24,154,162,163
human,1030,181,4.734806629834254,7,146.28571428571428,97,67,0.5359116022099447,19,0.018446601941747572,0,0,27,62,28,147,151,152
human,1103,195,4.758974358974359,7,156.71428571428572,102,68,0.5230769230769231,22,0.019945602901178604,0,0,19,45,23,157,164,164
human,949,186,4.204301075268817,8,117.75,90,77,0.4838709677419355,17,0.01791359325605901,0,0,31,40,20,145,159,158
human,1177,223,4.345291479820628,10,116.8,102,74,0.45739910313901344,29,0.02463891248937978,0,0,0,21,39,163,181,185
ai,792,144,4.631944444444445,5,157.4,75,43,0.5208333333333334,20,0.025252525252525252,0,0,4,29,20,114,118,119
ai,572,107,4.4392523364485985,3,189.33333333333334,65,36,0.6074766355140186,12,0.02097902097902098,0,0,14,16,12,84,88,87
ai,485,96,4.270833333333333,4,120.25,42,25,0.4375,21,0.04329896907216495,0,0,31,27,12,59,61,62
ai,1459,268,4.548507462686567,11,131.0909090909091,104,97,0.3880597014925373,36,0.02467443454420836,0,0,58,71,37,178,193,201
human,1021,184,4.706521739130435,4,254.5,109,54,0.592391304347826,29,0.02840352595494613,0,0,8,63,16,148,150,149
ai,1115,226,4.035398230088496,12,91.66666666666667,101,88,0.4469026548672566,26,0.023318385650224215,0,0,32,65,37,167,182,186
ai,673,131,4.267175572519084,7,95.14285714285714,60,51,0.4580152671755725,18,0.02674591381872214,0,0,22,23,17,98,103,104
human,1224,221,4.67420814479638,9,135.11111111111111,106,62,0.4796380090497738,33,0.02696078431372549,0,0,8,56,19,158,174,180
human,1087,206,4.441747572815534,8,134.625,103,65,0.5,40,0.03679852805887764,0,0,20,58,30,150,155,157
human,1390,249,4.666666666666667,10,137.7,124,81,0.4979919678714859,27,0.019424460431654675,0,0,16,30,33,196,206,211
human,1060,211,4.1469194312796205,7,150.57142857142858,96,71,0.4549763033175355,29,0.027358490566037737,0,0,28,57,27,155,166,168
human,1111,184,5.125,9,122.0,91,53,0.4945652173913043,23,0.020702070207020702,0,0,12,63,31,142,151,154
ai,633,120,4.4,6,104.33333333333333,80,44,0.6666666666666666,15,0.023696682464454975,0,0,0,20,12,103,103,102
human,872,176,4.0625,7,123.71428571428571,76,81,0.4318181818181818,32,0.03669724770642202,0,0,4,12,28,124,137,140
ai,655,126,4.277777777777778,6,108.16666666666667,51,44,0.40476190476190477,10,0.015267175572519083,0,0,60,41,20,82,91,92
ai,1103,208,4.360576923076923,9,121.11111111111111,105,84,0.5048076923076923,18,0.016319129646418858,0,0,29,46,28,168,177,178
human,1094,206,4.402912621359223,7,155.14285714285714,115,82,0.558252427184466,19,0.01736745886654479,0,0,3,12,26,179,183,182
ai,545,96,4.833333333333333,5,108.0,52,27,0.5416666666666666,16,0.029357798165137616,0,0,12,23,16,73,75,74
human,1290,237,4.5738396624472575,12,106.16666666666667,106,74,0.4472573839662447,44,0.034108527131782945,0,0,38,82,28,169,181,183
human,1077,197,4.5786802030456855,8,133.75,94,64,0.47715736040609136,38,0.035283194057567316,0,0,38,30,22,138,147,147
human,1261,229,4.615720524017467,8,156.75,121,87,0.5283842794759825,30,0.023790642347343377,0,0,19,46,26,188,193,192
ai,940,166,4.813253012048193,6,155.5,87,59,0.5240963855421686,25,0.026595744680851064,0,0,2,20,22,122,134,134
ai,1243,253,4.0355731225296445,12,102.16666666666667,122,91,0.48221343873517786,42,0.03378921962992759,0,0,20,57,33,192,201,202
ai,640,114,4.675438596491228,5,126.4,58,45,0.5087719298245614,10,0.015625,0,0,4,36,15,81,87,91
human,1293,246,4.3983739837398375,6,214.66666666666666,116,78,0.4715447154471545,40,0.030935808197989172,0,0,24,9,36,175,192,193
ai,601,113,4.424778761061947,6,99.16666666666667,51,45,0.45132743362831856,13,0.021630615640599003,0,0,16,24,20,76,85,89
human,880,163,4.47239263803681,7,124.71428571428571,85,69,0.5214723926380368,15,0.017045454545454544,0,0,20,31,21,130,135,138
ai,555,117,3.8547008547008548,5,109.8,53,51,0.452991452991453,19,0.03423423423423423,0,0,17,27,16,83,91,94
human,986,194,4.242268041237113,10,97.7,101,65,0.520618556701031,30,0.030425963488843813,0,0,19,44,23,153,155,154
human,1364,245,4.653061224489796,10,135.5,110,95,0.4489795918367347,26,0.01906158357771261,0,0,8,35,36,188,207,214
human,953,178,4.49438202247191,8,118.25,86,56,0.48314606741573035,25,0.026232948583420776,0,0,65,46,23,122,133,133
human,1067,218,4.022935779816514,7,151.57142857142858,107,85,0.4908256880733945,28,0.026241799437675725,0,0,20,46,35,172,182,183
human,1243,226,4.597345132743363,8,154.5,124,89,0.5486725663716814,20,0.016090104585679808,0,0,24,43,23,184,195,195
ai,391,71,4.732394366197183,4,96.75,31,24,0.43661971830985913,17,0.043478260869565216,0,0,0,11,13,40,41,42
ai,1344,244,4.602459016393443,11,121.0909090909091,107,99,0.4385245901639344,25,0.018601190476190476,0,0,35,33,34,174,186,189
ai,501,106,3.8679245283018866,6,82.66666666666667,59,42,0.5566037735849056,15,0.029940119760479042,0,0,5,15,12,85,87,86
ai,1264,241,4.360995850622406,11,113.72727272727273,117,90,0.4854771784232365,29,0.022943037974683545,0,0,32,33,32,185,198,201
human,1584,296,4.493243243243243,9,175.11111111111111,138,105,0.46621621621621623,46,0.02904040404040404,0,0,38,61,34,224,237,238
ai,291,55,4.454545454545454,2,145.0,35,22,0.6363636363636364,8,0.027491408934707903,0,0,0,6,9,41,42,43
human,1122,198,4.813131313131313,8,139.375,91,68,0.4595959595959596,26,0.023172905525846704,0,0,8,42,29,144,156,160
ai,211,38,4.684210526315789,4,52.0,31,15,0.8157894736842105,4,0.018957345971563982,0,0,0,6,2,32,32,31
human,1076,190,4.768421052631579,1,1076.0,90,55,0.47368421052631576,20,0.01858736059479554,0,0,12,76,13,134,152,161
ai,782,142,4.626760563380282,5,155.4,77,50,0.5422535211267606,14,0.017902813299232736,0,0,6,34,19,111,117,120
ai,214,44,4.045454545454546,3,70.66666666666667,31,14,0.7045454545454546,8,0.037383177570093455,0,0,0,10,5,35,34,33
ai,441,84,4.416666666666667,4,109.25,49,20,0.5833333333333334,16,0.036281179138321996,0,0,4,25,14,62,65,64
ai,1096,200,4.59,9,120.66666666666667,90,79,0.45,23,0.020985401459854013,0,0,51,43,25,143,156,157
human,1140,216,4.388888888888889,12,94.08333333333333,108,73,0.5,28,0.02456140350877193,0,0,42,47,27,161,169,170
ai,1596,288,4.618055555555555,12,131.75,118,146,0.4097222222222222,29,0.018170426065162906,0,0,0,12,45,208,230,241
ai,1073,193,4.642487046632124,9,118.0,88,75,0.45595854922279794,20,0.01863932898415657,0,0,41,51,28,140,153,156
human,1548,305,4.222950819672131,12,128.08333333333334,144,109,0.4721311475409836,41,0.02648578811369509,0,0,16,68,38,230,250,254
ai,687,146,3.9383561643835616,7,97.0,47,41,0.3219178082191781,36,0.05240174672489083,0,0,6,50,22,73,82,86
ai,785,156,4.147435897435898,8,96.875,73,50,0.46794871794871795,22,0.02802547770700637,0,0,34,59,23,109,117,119
human,1239,219,4.757990867579909,10,123.0,104,74,0.4748858447488584,22,0.01775625504439064,0,0,17,76,36,172,184,187
ai,355,63,4.777777777777778,4,87.75,35,14,0.5555555555555556,10,0.028169014084507043,0,0,4,31,12,46,49,50
human,1018,206,4.116504854368932,7,144.57142857142858,91,65,0.441747572815534,37,0.036345776031434185,0,0,46,73,27,142,152,153
human,1812,346,4.355491329479769,13,138.3846153846154,129,124,0.37283236994219654,50,0.02759381898454746,0,0,87,91,41,231,260,266
human,1488,278,4.428057553956834,9,164.0,133,114,0.4784172661870504,22,0.01478494623655914,0,0,12,48,35,214,235,241
ai,1216,234,4.282051282051282,11,109.36363636363636,92,107,0.39316239316239315,24,0.019736842105263157,0,0,10,38,41,153,174,184
human,983,186,4.424731182795699,10,97.4,87,70,0.46774193548387094,26,0.026449643947100712,0,0,18,50,14,132,148,151
ai,569,113,4.15929203539823,7,80.28571428571429,49,48,0.4336283185840708,16,0.028119507908611598,0,0,0,15,20,74,83,87
human,1296,247,4.3562753036437245,1,1296.0,80,46,0.32388663967611336,54,0.041666666666666664,0,0,40,79,29,124,142,149
ai,625,110,4.818181818181818,5,124.0,52,32,0.4727272727272727,17,0.0272,0,0,12,12,17,75,79,79
ai,731,156,3.923076923076923,8,89.875,59,54,0.3782051282051282,33,0.04514363885088919,0,0,11,39,30,85,93,97
ai,1024,193,4.398963730569948,8,126.75,98,72,0.5077720207253886,22,0.021484375,0,0,8,36,24,148,157,160
human,1022,184,4.646739130434782,10,101.2,89,69,0.483695652173913,20,0.019569471624266144,0,0,29,53,20,139,151,152
ai,610,119,4.394957983193278,7,85.85714285714286,57,35,0.4789915966386555,30,0.04918032786885246,0,0,14,44,13,74,79,80
ai,157,31,4.161290322580645,2,78.0,22,12,0.7096774193548387,2,0.012738853503184714,0,0,4,7,5,26,26,25
human,1720,301,4.850498338870432,11,155.27272727272728,152,103,0.5049833887043189,46,0.026744186046511628,0,0,8,20,40,243,251,252
ai,660,128,4.2421875,7,93.28571428571429,63,47,0.4921875,14,0.021212121212121213,0,0,4,18,23,91,97,101
human,1236,206,5.165048543689321,9,136.44444444444446,96,53,0.46601941747572817,42,0.03398058252427184,0,0,15,63,22,151,160,161
human,1053,202,4.311881188118812,8,130.625,112,81,0.5544554455445545,25,0.023741690408357077,0,0,12,53,28,164,172,172
ai,916,202,3.9455445544554455,10,90.5,79,49,0.3910891089108911,62,0.06768558951965066,0,0,37,55,18,113,120,124
ai,527,94,4.702127659574468,4,130.75,63,34,0.6702127659574468,10,0.018975332068311195,0,0,9,30,13,81,80,79
human,1082,226,4.013274336283186,10,107.3,97,64,0.42920353982300885,46,0.04251386321626617,0,0,31,53,28,157,164,166
ai,715,119,5.142857142857143,5,142.0,65,37,0.5462184873949579,17,0.023776223776223775,0,0,0,16,15,92,98,99
human,1273,252,4.146825396825397,9,140.55555555555554,100,95,0.3968253968253968,25,0.019638648860958365,0,0,88,68,31,168,189,193
ai,1609,262,5.221374045801527,11,145.0909090909091,116,95,0.44274809160305345,27,0.01678060907395898,0,0,23,59,39,185,209,219
ai,1519,281,4.487544483985765,11,136.8181818181818,111,118,0.39501779359430605,28,0.018433179723502304,0,0,36,69,40,199,227,234
ai,1179,223,4.3991031390134525,10,116.8,100,92,0.4484304932735426,26,0.02205258693808312,0,0,0,21,41,156,167,170
ai,761,152,4.1644736842105265,10,74.9,62,56,0.40789473684210525,29,0.03810775295663601,0,0,43,50,19,99,103,106
ai,517,102,4.176470588235294,5,102.2,55,40,0.5392156862745098,13,0.025145067698259187,0,0,4,13,15,84,85,84
ai,576,94,5.223404255319149,7,81.28571428571429,47,37,0.5,10,0.017361111111111112,0,0,1,18,18,65,69,69
human,1834,332,4.713855421686747,11,165.8181818181818,146,112,0.4397590361445783,53,0.028898582333696837,0,0,25,22,41,248,263,265
human,1341,246,4.573170731707317,7,190.71428571428572,107,97,0.4349593495934959,33,0.024608501118568233,0,0,36,50,30,179,196,197
human,1192,219,4.579908675799087,11,107.45454545454545,103,73,0.4703196347031963,39,0.03271812080536913,0,0,0,26,23,159,174,175
ai,1056,195,4.5487179487179485,9,116.33333333333333,61,65,0.3128205128205128,28,0.026515151515151516,0,0,4,70,39,107,119,130
ai,459,96,3.90625,5,90.8,50,34,0.5208333333333334,14,0.030501089324618737,0,0,17,25,15,72,75,74
human,1154,202,4.782178217821782,12,95.25,99,71,0.4900990099009901,21,0.018197573656845753,0,0,28,66,31,157,171,174
human,1401,267,4.3745318352059925,15,92.46666666666667,144,99,0.5393258426966292,35,0.024982155603140613,0,0,14,35,33,221,227,226
ai,578,99,4.94949494949495,5,114.6,57,36,0.5757575757575758,15,0.025951557093425604,0,0,16,27,12,76,80,79
ai,792,153,4.30718954248366,6,130.83333333333334,77,52,0.5032679738562091,23,0.02904040404040404,0,0,10,38,25,118,123,124
human,918,189,4.015873015873016,10,90.9,92,64,0.48677248677248675,33,0.03594771241830065,0,0,16,40,23,139,145,145
human,1157,204,4.877450980392157,3,385.0,79,19,0.3872549019607843,59,0.05099394987035436,0,0,80,61,14,109,122,127
ai,1085,222,4.162162162162162,10,107.3,85,73,0.38288288288288286,49,0.04516129032258064,0,0,33,87,23,142,152,158
ai,1321,277,3.935018050541516,15,86.8,128,115,0.4620938628158845,42,0.03179409538228615,0,0,11,71,34,202,216,222
ai,312,63,4.0476190476190474,3,103.0,41,22,0.6507936507936508,7,0.022435897435897436,0,0,4,13,7,53,53,52
human,1140,230,4.165217391304348,8,141.625,108,61,0.46956521739130436,40,0.03508771929824561,0,0,22,43,35,172,181,180
human,1028,210,4.095238095238095,11,92.54545454545455,100,69,0.47619047619047616,36,0.03501945525291829,0,0,30,48,29,151,159,159
human,1115,213,4.352112676056338,7,158.42857142857142,113,81,0.5305164319248826,28,0.025112107623318385,0,0,24,34,19,167,175,174
ai,910,175,4.331428571428572,12,74.33333333333333,86,57,0.49142857142857144,29,0.031868131868131866,0,0,44,52,17,127,135,134
human,1461,278,4.338129496402877,14,103.14285714285714,133,116,0.4784172661870504,28,0.019164955509924708,0,0,24,61,32,212,235,240
human,1357,239,4.803347280334728,12,112.16666666666667,110,88,0.4602510460251046,32,0.023581429624170966,0,0,25,71,23,174,187,191
human,949,184,4.315217391304348,10,94.0,91,60,0.4945652173913043,28,0.029504741833508957,0,0,46,44,20,137,138,137
human,1780,322,4.6645962732919255,11,160.36363636363637,164,100,0.5093167701863354,54,0.030337078651685393,0,0,32,48,28,250,257,256
ai,1068,197,4.573604060913706,10,105.5,102,67,0.5177664974619289,31,0.02902621722846442,0,0,30,33,26,147,155,157
ai,977,170,4.864705882352941,9,107.22222222222223,85,49,0.5,29,0.02968270214943705,0,0,14,57,25,120,128,132
ai,1300,266,4.150375939849624,12,107.08333333333333,92,78,0.3458646616541353,62,0.047692307692307694,0,0,66,74,29,159,174,178
human,1367,251,4.601593625498008,8,170.0,137,78,0.545816733067729,43,0.03145574250182882,0,0,11,50,21,193,201,200
ai,1246,207,5.115942028985507,12,102.66666666666667,84,56,0.4057971014492754,26,0.02086677367576244,0,0,30,63,31,139,156,165
human,1091,193,4.865284974093265,6,181.0,102,62,0.5284974093264249,37,0.03391384051329056,0,0,0,8,22,150,154,153
human,1130,205,4.624390243902439,11,101.81818181818181,98,80,0.47804878048780486,26,0.023008849557522124,0,0,24,41,25,153,171,171
ai,650,116,4.698275862068965,5,128.8,53,41,0.45689655172413796,12,0.018461538461538463,0,0,15,32,22,90,95,95
ai,365,70,4.371428571428571,4,90.5,40,27,0.5714285714285714,10,0.0273972602739726,0,0,0,17,11,55,57,57
human,1028,177,4.898305084745763,8,127.25,89,62,0.5028248587570622,21,0.020428015564202335,0,0,8,59,25,139,149,150
ai,761,159,4.0,8,94.0,85,48,0.5345911949685535,27,0.035479632063074903,0,0,19,44,19,113,119,121
ai,444,82,4.5,5,87.8,48,31,0.5853658536585366,9,0.02027027027027027,0,0,9,25,8,64,67,67
ai,951,210,3.8476190476190477,10,93.9,85,59,0.40476190476190477,55,0.05783385909568875,0,0,41,57,22,135,139,139
ai,661,120,4.625,8,81.5,61,42,0.5083333333333333,23,0.03479576399394856,0,0,4,26,17,89,96,97
human,1029,205,4.146341463414634,9,113.44444444444444,89,77,0.43414634146341463,26,0.025267249757045675,0,0,26,42,33,143,155,159
human,1181,222,4.418918918918919,7,167.85714285714286,114,90,0.5135135135135135,22,0.018628281117696866,0,0,0,16,37,183,194,196
ai,376,78,3.8974358974358974,3,123.66666666666667,46,29,0.5897435897435898,10,0.026595744680851064,0,0,4,19,13,65,65,64
ai,595,110,4.554545454545455,4,147.75,59,36,0.5363636363636364,17,0.02857142857142857,0,0,10,41,17,78,79,79
ai,629,115,4.573913043478261,7,88.71428571428571,65,40,0.5652173913043478,14,0.022257551669316374,0,0,17,26,13,90,93,92
human,1548,278,4.712230215827338,8,192.625,146,92,0.5251798561151079,46,0.029715762273901807,0,0,6,72,29,219,227,227
ai,815,151,4.496688741721854,6,134.83333333333334,67,64,0.44370860927152317,16,0.0196319018404908,0,0,0,41,26,117,131,132
ai,461,83,4.662650602409639,4,114.25,40,35,0.4819277108433735,10,0.021691973969631236,0,0,0,11,16,55,59,61
ai,312,63,4.158730158730159,3,103.0,33,22,0.5238095238095238,15,0.04807692307692308,0,0,8,22,9,45,46,46
ai,1363,272,4.143382352941177,15,89.66666666666667,119,84,0.4375,40,0.029347028613352897,0,0,48,94,33,183,201,207
human,946,187,4.197860962566845,10,93.6,101,62,0.5401069518716578,24,0.02536997885835095,0,0,20,83,20,142,149,151
ai,1542,284,4.549295774647887,13,117.46153846153847,121,96,0.426056338028169,38,0.02464332036316472,0,0,16,53,41,198,215,219
ai,583,114,4.254385964912281,5,115.6,51,43,0.4473684210526316,18,0.030874785591766724,0,0,0,20,19,83,91,93
human,1274,234,4.542735042735043,7,181.14285714285714,110,91,0.4700854700854701,25,0.019623233908948195,0,0,15,30,31,178,196,198
ai,703,125,4.712,7,99.42857142857143,55,49,0.44,12,0.017069701280227598,0,0,36,41,22,86,94,97
human,915,182,4.131868131868132,7,129.14285714285714,84,68,0.46153846153846156,24,0.02622950819672131,0,0,37,57,24,126,142,143
ai,939,191,4.0785340314136125,11,84.18181818181819,87,60,0.45549738219895286,35,0.03727369542066028,0,0,41,68,29,133,142,142
human,996,181,4.602209944751381,7,141.42857142857142,83,69,0.4585635359116022,24,0.024096385542168676,0,0,20,27,25,135,149,149
ai,1441,275,4.36,16,88.875,116,90,0.4218181818181818,39,0.027064538514920196,0,0,47,63,36,199,217,218
ai,1640,288,4.795138888888889,14,115.78571428571429,128,118,0.4444444444444444,36,0.02195121951219512,0,0,0,20,47,226,243,246
ai,1213,240,4.179166666666666,10,120.1,99,74,0.4125,34,0.028029678483099753,0,0,43,58,40,157,171,179
ai,1223,242,4.256198347107438,10,121.3,110,72,0.45454545454545453,41,0.033524121013900246,0,0,38,83,38,166,177,179
ai,1045,183,4.7923497267759565,6,173.0,89,73,0.48633879781420764,17,0.016267942583732056,0,0,24,27,29,135,147,151
ai,317,57,4.701754385964913,4,78.25,36,20,0.631578947368421,9,0.028391167192429023,0,0,0,4,8,45,46,45
human,1058,188,4.792553191489362,6,175.5,97,72,0.5159574468085106,24,0.022684310018903593,0,0,4,25,28,150,158,159
ai,400,75,4.573333333333333,3,132.33333333333334,26,22,0.3466666666666667,19,0.0475,0,0,6,22,16,36,39,41
ai,1230,232,4.383620689655173,12,101.33333333333333,110,106,0.47413793103448276,22,0.01788617886178862,0,0,2,53,33,178,193,201
ai,1278,243,4.3539094650205765,13,97.15384615384616,90,78,0.37037037037037035,31,0.024256651017214397,0,0,74,88,40,151,168,174
ai,725,141,4.25531914893617,9,79.44444444444444,77,41,0.5460992907801419,18,0.02482758620689655,0,0,32,51,19,105,109,110
human,1407,235,5.1063829787234045,9,155.44444444444446,106,77,0.451063829787234,32,0.022743425728500355,0,0,64,56,32,172,181,182
ai,1248,219,4.794520547945205,12,102.83333333333333,100,83,0.45662100456621,25,0.020032051282051284,0,0,20,31,30,156,168,172
ai,1394,249,4.710843373493976,12,114.75,100,87,0.40160642570281124,44,0.03156384505021521,0,0,22,62,47,159,169,172
human,1330,222,5.148648648648648,8,164.875,111,56,0.5,43,0.032330827067669175,0,0,9,60,28,162,167,168
human,950,185,4.248648648648649,12,78.25,105,72,0.5675675675675675,23,0.024210526315789474,0,0,4,38,25,155,158,157
human,1145,210,4.566666666666666,6,190.0,101,82,0.48095238095238096,31,0.027074235807860263,0,0,12,48,29,167,173,173
human,1244,234,4.427350427350428,7,176.85714285714286,109,89,0.4658119658119658,27,0.021704180064308683,0,0,24,58,28,178,188,190
human,938,195,3.9384615384615387,7,133.14285714285714,108,79,0.5538461538461539,23,0.024520255863539446,0,0,10,31,28,159,165,166
ai,330,64,4.03125,5,61.6,17,20,0.265625,9,0.02727272727272727,0,0,30,23,16,23,23,23
human,1048,203,4.300492610837439,7,148.85714285714286,97,70,0.47783251231527096,27,0.025763358778625955,0,0,34,42,19,147,159,162
ai,787,147,4.489795918367347,8,97.375,77,60,0.5238095238095238,20,0.025412960609911054,0,0,18,31,22,120,123,122
